time(d),H296,H082,H080,H341,Cs2145,Cs2976,Cs2980,Cs3090,Cs3091,Cs3102
76.833 ,9096.576 ,233.092 ,-221.723 ,22581.901 ,-323.880 ,2508.672 ,-632.137 ,869.450 ,-77.729 ,-577.095 
76.875 ,9101.445 ,233.263 ,-221.880 ,22594.623 ,-324.808 ,2510.107 ,-632.210 ,870.152 ,-78.111 ,-577.965 
76.917 ,9106.469 ,233.442 ,-221.929 ,22607.330 ,-325.158 ,2512.128 ,-632.004 ,870.548 ,-78.637 ,-578.464 
76.958 ,9111.344 ,233.594 ,-222.027 ,22619.992 ,-324.995 ,2512.994 ,-633.002 ,871.289 ,-78.773 ,-579.080 
77.000 ,9116.286 ,233.767 ,-222.122 ,22632.680 ,-324.802 ,2514.559 ,-634.074 ,871.980 ,-78.599 ,-579.151 
77.042 ,9121.242 ,233.919 ,-222.230 ,22645.315 ,-325.038 ,2515.058 ,-634.806 ,872.246 ,-78.841 ,-579.501 
77.083 ,9126.128 ,234.098 ,-222.380 ,22658.027 ,-325.193 ,2515.815 ,-635.913 ,872.404 ,-77.883 ,-579.636 
77.125 ,9131.141 ,234.266 ,-222.458 ,22670.698 ,-325.383 ,2517.342 ,-636.030 ,872.569 ,-77.813 ,-579.994 
77.167 ,9136.043 ,234.462 ,-222.599 ,22683.415 ,-325.399 ,2519.317 ,-636.057 ,873.725 ,-77.927 ,-579.533 
77.208 ,9141.012 ,234.633 ,-222.683 ,22696.099 ,-324.452 ,2520.692 ,-636.732 ,874.172 ,-79.123 ,-580.388 
77.250 ,9145.852 ,234.825 ,-222.865 ,22708.721 ,-324.189 ,2522.607 ,-637.521 ,874.563 ,-79.459 ,-580.903 
77.292 ,9150.838 ,235.007 ,-222.947 ,22721.324 ,-323.828 ,2523.847 ,-638.200 ,875.111 ,-79.641 ,-581.676 
77.333 ,9155.737 ,235.137 ,-223.117 ,22733.982 ,-324.309 ,2524.834 ,-638.411 ,875.803 ,-79.693 ,-582.056 
77.375 ,9160.704 ,235.308 ,-223.212 ,22746.709 ,-324.344 ,2524.954 ,-638.775 ,875.561 ,-79.902 ,-582.661 
77.417 ,9165.687 ,235.479 ,-223.340 ,22759.370 ,-324.466 ,2526.790 ,-639.857 ,876.028 ,-80.154 ,-583.575 
77.458 ,9170.505 ,235.612 ,-223.386 ,22772.089 ,-324.857 ,2527.718 ,-639.705 ,877.202 ,-80.520 ,-584.508 
77.500 ,9175.504 ,235.780 ,-223.570 ,22784.776 ,-325.212 ,2529.177 ,-639.778 ,877.761 ,-80.911 ,-584.804 
77.542 ,9180.441 ,235.929 ,-223.638 ,22797.420 ,-325.084 ,2529.603 ,-639.835 ,878.084 ,-81.307 ,-585.178 
77.583 ,9185.405 ,236.073 ,-223.763 ,22810.053 ,-325.407 ,2530.851 ,-640.191 ,879.183 ,-81.464 ,-585.018 
77.625 ,9190.247 ,236.238 ,-223.885 ,22822.746 ,-325.329 ,2532.962 ,-640.565 ,880.821 ,-80.870 ,-584.720 
77.667 ,9195.301 ,236.415 ,-223.999 ,22835.422 ,-324.892 ,2534.619 ,-641.894 ,881.296 ,-80.753 ,-585.159 
77.708 ,9200.187 ,236.572 ,-224.170 ,22848.085 ,-324.664 ,2535.311 ,-642.163 ,881.391 ,-81.261 ,-584.942 
77.750 ,9205.137 ,236.738 ,-224.246 ,22860.786 ,-325.022 ,2535.984 ,-642.385 ,881.540 ,-80.284 ,-585.596 
77.792 ,9210.134 ,236.876 ,-224.365 ,22873.494 ,-325.771 ,2537.801 ,-643.264 ,882.609 ,-80.780 ,-585.642 
77.833 ,9215.014 ,237.047 ,-224.466 ,22886.187 ,-326.522 ,2539.442 ,-642.798 ,882.742 ,-80.045 ,-585.460 
77.875 ,9219.995 ,237.226 ,-224.590 ,22898.817 ,-326.932 ,2541.002 ,-643.750 ,883.349 ,-79.571 ,-585.262 
77.917 ,9224.888 ,237.416 ,-224.723 ,22911.540 ,-325.933 ,2541.528 ,-643.590 ,883.450 ,-79.655 ,-585.262 
77.958 ,9229.872 ,237.576 ,-224.750 ,22924.162 ,-326.384 ,2541.998 ,-643.318 ,884.152 ,-80.289 ,-586.038 
78.000 ,9234.738 ,237.771 ,-224.851 ,22936.873 ,-327.217 ,2543.921 ,-643.156 ,884.019 ,-79.864 ,-585.943 
78.042 ,9239.746 ,237.947 ,-224.986 ,22949.571 ,-326.962 ,2544.303 ,-643.622 ,883.772 ,-80.053 ,-585.667 
78.083 ,9244.661 ,238.116 ,-225.122 ,22962.267 ,-325.928 ,2546.039 ,-643.728 ,883.827 ,-79.842 ,-585.230 
78.125 ,9249.601 ,238.270 ,-225.190 ,22974.970 ,-325.649 ,2546.012 ,-644.759 ,885.142 ,-80.634 ,-585.610 
78.167 ,9254.603 ,238.444 ,-225.364 ,22987.573 ,-325.543 ,2547.765 ,-645.475 ,884.320 ,-80.384 ,-586.822 
78.208 ,9259.426 ,238.585 ,-225.418 ,23000.271 ,-325.350 ,2550.450 ,-646.042 ,885.007 ,-80.976 ,-587.625 
78.250 ,9264.417 ,238.731 ,-225.567 ,23012.920 ,-325.090 ,2552.105 ,-646.490 ,885.802 ,-81.063 ,-588.523 
78.292 ,9269.346 ,238.889 ,-225.692 ,23025.673 ,-325.760 ,2553.743 ,-647.130 ,886.933 ,-81.383 ,-588.897 
78.333 ,9274.300 ,239.049 ,-225.789 ,23038.327 ,-324.897 ,2555.184 ,-647.331 ,887.348 ,-82.074 ,-589.310 
78.375 ,9279.164 ,239.241 ,-225.920 ,23051.058 ,-323.894 ,2554.573 ,-649.609 ,887.814 ,-81.936 ,-588.792 
78.417 ,9284.166 ,239.407 ,-226.036 ,23063.723 ,-323.693 ,2556.269 ,-648.812 ,888.216 ,-82.088 ,-588.745 
78.458 ,9289.073 ,239.561 ,-226.115 ,23076.381 ,-324.073 ,2558.488 ,-648.589 ,888.473 ,-81.600 ,-588.957 
78.500 ,9293.991 ,239.705 ,-226.218 ,23089.027 ,-324.640 ,2559.052 ,-646.845 ,888.829 ,-81.890 ,-588.401 
78.542 ,9298.985 ,239.873 ,-226.313 ,23101.663 ,-325.980 ,2561.043 ,-647.173 ,889.328 ,-81.263 ,-588.911 
78.583 ,9303.857 ,240.047 ,-226.438 ,23114.421 ,-326.568 ,2563.032 ,-648.372 ,889.884 ,-81.505 ,-589.337 
78.625 ,9308.856 ,240.215 ,-226.587 ,23127.121 ,-326.042 ,2564.106 ,-649.503 ,890.324 ,-81.765 ,-589.768 
78.667 ,9313.804 ,240.383 ,-226.706 ,23139.811 ,-326.132 ,2565.218 ,-650.645 ,891.167 ,-81.201 ,-589.860 
78.708 ,9318.771 ,240.576 ,-226.812 ,23152.512 ,-325.453 ,2567.478 ,-650.545 ,891.650 ,-81.239 ,-589.793 
78.750 ,9323.613 ,240.712 ,-226.980 ,23165.161 ,-325.074 ,2568.329 ,-650.499 ,892.122 ,-80.753 ,-589.188 
78.792 ,9328.588 ,240.869 ,-227.127 ,23177.856 ,-325.516 ,2570.980 ,-651.058 ,892.144 ,-81.649 ,-589.269 
78.833 ,9333.493 ,241.037 ,-227.189 ,23190.527 ,-326.821 ,2571.758 ,-651.831 ,892.665 ,-81.361 ,-589.619 
78.875 ,9338.460 ,241.189 ,-227.300 ,23203.299 ,-327.401 ,2572.922 ,-651.744 ,893.172 ,-81.592 ,-590.026 
78.917 ,9343.421 ,241.376 ,-227.409 ,23215.967 ,-326.557 ,2574.107 ,-650.719 ,893.275 ,-82.324 ,-590.221 
78.958 ,9348.304 ,241.517 ,-227.512 ,23228.711 ,-326.647 ,2575.038 ,-650.727 ,893.948 ,-82.555 ,-590.186 
79.000 ,9353.314 ,241.683 ,-227.591 ,23241.352 ,-327.816 ,2577.295 ,-651.790 ,893.945 ,-81.817 ,-590.373 
79.042 ,9358.246 ,241.851 ,-227.691 ,23254.036 ,-328.405 ,2578.293 ,-652.845 ,894.821 ,-81.274 ,-590.322 
79.083 ,9363.237 ,242.046 ,-227.840 ,23266.726 ,-328.470 ,2579.652 ,-653.665 ,895.196 ,-81.432 ,-590.208 
79.125 ,9368.145 ,242.250 ,-227.954 ,23279.346 ,-328.912 ,2580.471 ,-655.507 ,895.765 ,-81.703 ,-590.525 
79.167 ,9373.144 ,242.440 ,-228.101 ,23292.084 ,-328.342 ,2582.530 ,-655.979 ,895.838 ,-81.733 ,-591.398 
79.208 ,9378.024 ,242.611 ,-228.206 ,23304.799 ,-328.945 ,2584.052 ,-656.413 ,896.167 ,-81.567 ,-591.971 
79.250 ,9383.029 ,242.773 ,-228.334 ,23317.502 ,-328.999 ,2586.572 ,-656.923 ,896.826 ,-82.083 ,-592.744 
79.292 ,9387.963 ,242.936 ,-228.437 ,23330.214 ,-329.433 ,2588.056 ,-657.750 ,896.687 ,-81.923 ,-593.018 
79.333 ,9392.852 ,243.115 ,-228.497 ,23342.876 ,-331.107 ,2589.849 ,-658.273 ,897.225 ,-82.064 ,-593.116 
79.375 ,9397.843 ,243.267 ,-228.676 ,23355.556 ,-331.234 ,2591.561 ,-659.285 ,897.591 ,-81.570 ,-593.213 
79.417 ,9402.807 ,243.424 ,-228.689 ,23368.188 ,-331.758 ,2592.516 ,-660.159 ,898.158 ,-81.990 ,-593.292 
79.458 ,9407.752 ,243.595 ,-228.828 ,23380.916 ,-331.231 ,2593.848 ,-659.757 ,898.877 ,-81.879 ,-593.352 
79.500 ,9412.643 ,243.769 ,-228.944 ,23393.641 ,-331.115 ,2595.380 ,-660.395 ,899.438 ,-82.579 ,-593.767 
79.542 ,9417.613 ,243.923 ,-229.028 ,23406.375 ,-331.283 ,2596.951 ,-660.652 ,899.661 ,-82.815 ,-593.221 
79.583 ,9422.493 ,244.108 ,-229.115 ,23419.105 ,-332.246 ,2596.975 ,-660.764 ,899.785 ,-82.384 ,-593.845 
79.625 ,9427.476 ,244.268 ,-229.297 ,23431.782 ,-332.873 ,2597.632 ,-659.779 ,899.992 ,-82.723 ,-594.369 
79.667 ,9432.427 ,244.442 ,-229.365 ,23444.469 ,-333.176 ,2598.519 ,-660.539 ,899.897 ,-82.316 ,-595.305 
79.708 ,9437.358 ,244.602 ,-229.530 ,23457.094 ,-333.675 ,2600.076 ,-661.062 ,900.276 ,-81.914 ,-595.712 
79.750 ,9442.325 ,244.762 ,-229.682 ,23469.840 ,-333.171 ,2602.276 ,-660.644 ,900.217 ,-82.696 ,-596.235 
79.792 ,9447.249 ,244.941 ,-229.801 ,23482.519 ,-333.119 ,2604.126 ,-661.011 ,900.455 ,-83.371 ,-596.447 
79.833 ,9452.229 ,245.122 ,-229.997 ,23495.277 ,-333.057 ,2604.951 ,-661.312 ,901.250 ,-84.095 ,-596.846 
79.875 ,9457.153 ,245.277 ,-230.037 ,23508.016 ,-332.433 ,2605.873 ,-661.659 ,902.026 ,-84.820 ,-596.349 
79.917 ,9462.103 ,245.451 ,-230.124 ,23520.660 ,-332.200 ,2607.104 ,-662.299 ,902.704 ,-84.692 ,-596.770 
79.958 ,9466.992 ,245.638 ,-230.219 ,23533.385 ,-332.051 ,2607.948 ,-662.283 ,902.807 ,-84.595 ,-598.045 
80.000 ,9471.972 ,245.798 ,-230.333 ,23546.023 ,-331.372 ,2610.004 ,-662.817 ,902.986 ,-84.283 ,-598.272 
80.042 ,9476.912 ,245.980 ,-230.436 ,23558.746 ,-331.787 ,2610.143 ,-663.598 ,902.853 ,-84.969 ,-598.934 
80.083 ,9481.865 ,246.096 ,-230.545 ,23571.476 ,-332.523 ,2612.226 ,-664.138 ,903.255 ,-84.974 ,-600.304 
80.125 ,9486.821 ,246.251 ,-230.680 ,23584.191 ,-332.531 ,2613.653 ,-664.917 ,903.608 ,-84.491 ,-600.860 
80.167 ,9491.750 ,246.427 ,-230.797 ,23596.886 ,-332.729 ,2613.566 ,-665.174 ,904.665 ,-84.231 ,-601.525 
80.208 ,9496.720 ,246.593 ,-230.916 ,23609.527 ,-333.732 ,2613.965 ,-664.917 ,905.270 ,-84.896 ,-602.008 
80.250 ,9501.657 ,246.785 ,-231.047 ,23622.260 ,-333.632 ,2614.939 ,-665.454 ,906.304 ,-84.185 ,-602.596 
80.292 ,9506.599 ,246.932 ,-231.163 ,23634.915 ,-333.355 ,2615.622 ,-665.590 ,907.134 ,-84.660 ,-603.253 
80.333 ,9511.526 ,247.065 ,-231.266 ,23647.672 ,-333.106 ,2617.491 ,-665.728 ,906.513 ,-85.113 ,-603.364 
80.375 ,9516.463 ,247.230 ,-231.426 ,23660.400 ,-333.448 ,2619.035 ,-665.706 ,907.289 ,-84.711 ,-603.028 
80.417 ,9521.405 ,247.385 ,-231.470 ,23673.139 ,-333.551 ,2618.934 ,-665.801 ,908.024 ,-83.922 ,-603.576 
80.458 ,9526.334 ,247.567 ,-231.592 ,23685.851 ,-334.912 ,2620.114 ,-665.934 ,908.642 ,-84.087 ,-603.622 
80.500 ,9531.342 ,247.721 ,-231.695 ,23698.503 ,-334.630 ,2620.700 ,-666.311 ,910.191 ,-84.681 ,-603.589 
80.542 ,9536.273 ,247.887 ,-231.771 ,23711.230 ,-334.557 ,2622.439 ,-666.224 ,910.829 ,-85.224 ,-604.040 
80.583 ,9541.238 ,248.052 ,-231.833 ,23723.899 ,-334.798 ,2623.272 ,-667.079 ,910.997 ,-86.244 ,-603.950 
80.625 ,9546.145 ,248.220 ,-231.999 ,23736.670 ,-334.614 ,2624.330 ,-666.756 ,911.504 ,-86.526 ,-604.319 
80.667 ,9551.093 ,248.405 ,-232.123 ,23749.379 ,-335.604 ,2625.312 ,-667.928 ,910.883 ,-86.860 ,-604.254 
80.708 ,9556.038 ,248.576 ,-232.224 ,23762.101 ,-336.467 ,2626.362 ,-669.168 ,911.724 ,-85.747 ,-604.517 
80.750 ,9560.999 ,248.760 ,-232.365 ,23774.821 ,-336.798 ,2627.116 ,-669.919 ,912.397 ,-86.445 ,-604.243 
80.792 ,9565.953 ,248.947 ,-232.482 ,23787.446 ,-336.670 ,2627.683 ,-670.586 ,912.511 ,-86.206 ,-604.251 
80.833 ,9570.849 ,249.118 ,-232.614 ,23800.203 ,-337.134 ,2628.827 ,-670.613 ,912.852 ,-86.062 ,-604.799 
80.875 ,9575.884 ,249.278 ,-232.666 ,23812.866 ,-336.790 ,2630.965 ,-670.095 ,914.472 ,-86.998 ,-604.501 
80.917 ,9580.821 ,249.465 ,-232.769 ,23825.610 ,-336.847 ,2632.362 ,-670.068 ,915.429 ,-86.583 ,-603.779 
80.958 ,9585.799 ,249.623 ,-232.869 ,23838.322 ,-336.836 ,2634.098 ,-670.510 ,915.853 ,-86.165 ,-603.828 
81.000 ,9590.722 ,249.796 ,-232.918 ,23851.088 ,-337.858 ,2635.077 ,-671.180 ,917.038 ,-85.699 ,-603.980 
81.042 ,9595.686 ,249.975 ,-233.051 ,23863.818 ,-338.306 ,2635.785 ,-670.160 ,917.616 ,-86.225 ,-604.552 
81.083 ,9600.604 ,250.154 ,-233.181 ,23876.457 ,-339.334 ,2636.982 ,-670.432 ,917.602 ,-86.678 ,-604.495 
81.125 ,9605.552 ,250.306 ,-233.290 ,23889.168 ,-339.654 ,2638.683 ,-670.326 ,918.036 ,-86.407 ,-604.625 
81.167 ,9610.489 ,250.442 ,-233.412 ,23901.817 ,-339.882 ,2639.212 ,-671.085 ,918.318 ,-86.564 ,-604.425 
81.208 ,9615.389 ,250.610 ,-233.572 ,23914.553 ,-339.898 ,2639.412 ,-672.320 ,918.495 ,-86.857 ,-604.891 
81.250 ,9620.339 ,250.740 ,-233.700 ,23927.289 ,-339.982 ,2640.533 ,-672.458 ,918.961 ,-86.317 ,-605.225 
